store_location_key,product_key,trans_dt,sales,units,trans_key
7296,85375900278,6/26/15,4.97,1,1.25487E+24
7296,81526001001,5/1/15,44.48,1,2.49907E+24
7296,77105840334,5/24/15,16,1,2.89957E+25
7296,77105880170,7/28/15,10.66,1,7.38273E+23
7296,62080820055,8/21/15,1.78,1,1.46037E+25
7296,6230070608,8/4/15,2.83,1,4.19807E+25
7296,5639431011,7/2/15,25.79,1,3.64537E+25
7296,6132848208,9/19/15,28.44,2,5.06207E+25
7296,7417006762,9/29/15,17.78,1,5.26937E+25
7296,6900014896,12/8/15,6.75,1,6.61627E+25
7296,5980034014,10/27/15,12.44,1,1.81477E+24
7296,7417042332,7/15/15,20.45,1,1.32177E+25
7296,4160804806,11/19/15,9.77,1,1.12037E+24
7296,1E+15,4/11/15,33.82,2,9.82373E+24
7296,6260096198,10/6/15,19.56,1,5.39607E+25
7296,7098659434,9/23/15,15.11,1,5.12587E+25
7296,77105860137,1/20/16,7.1,1,7.36057E+25
7296,77105810088,9/22/15,16,1,5.10677E+25
7296,71785421511,6/8/15,9.93,2,3.22297E+25
7296,62080815255,12/8/15,5.34,1,6.60377E+25
7296,3700089086,4/25/15,18.67,1,2.39227E+24
7296,4740007106,1/25/16,42.7,1,7.45507E+25
7296,5847810906,10/29/15,27.57,1,1.04107E+24
7296,5650051054,6/13/15,21.34,1,3.32517E+25
7296,1E+15,8/21/15,0,1,4.50337E+24
7296,1E+15,11/17/15,0,1,6.22057E+25
7296,5980030080,9/22/15,9.42,1,5.12207E+25
7296,77105880189,12/15/15,30.24,1,6.73717E+25
7296,77105810229,4/9/15,26.68,1,2.20777E+25
7296,5490002109,7/14/15,9.77,1,1.30857E+25
7296,71785421504,5/22/15,9.93,2,2.86987E+24
7296,6454131927,8/4/15,24.01,1,4.20917E+25
7296,7780212726,10/17/15,5.86,1,5.60607E+25
7296,7560904026,7/29/15,2.65,1,4.10507E+25
7296,7000097926,10/15/15,9.75,1,9.94773E+23
7296,7704323615,7/20/15,14.76,1,3.95307E+25
7296,5800030983,7/21/15,13.87,1,3.96367E+25
7296,6210700433,9/4/15,18.67,1,4.75777E+25
7296,77105840084,12/1/15,15.11,1,8.5173E+22
7296,88664608001,10/9/15,16,1,5.46477E+25
7296,6343570203,5/1/15,20.45,1,2.49917E+24
7296,62792555555,12/12/15,17.8,1,6.67407E+25
7296,1E+15,5/8/15,0,1,2.62567E+24
7296,1E+15,7/24/15,0,1,1.34197E+24
7296,72047316183,9/23/15,7.99,1,5.13107E+25
7296,7569100206,10/24/15,5.3,2,5.72897E+25
7296,6041002246,9/11/15,6.57,1,4.87397E+25
7296,6672102039,7/31/15,6.75,1,4.13667E+25
7296,72047370872,10/13/15,9.77,1,5.52657E+25
7296,5621930025,6/6/15,18.67,1,1.17467E+24
7296,6343571103,4/3/15,15.91,6,2.11547E+25
7296,1E+15,11/5/15,0,1,1.06957E+24
7296,6900000984,11/21/15,41.22,4,6.28567E+25
7296,5582900050,4/21/15,1.78,1,2.31787E+24
7296,77105811087,4/5/15,22.23,1,2.15677E+25
7296,1E+15,10/4/15,0,1,9.59073E+23
7296,1E+15,5/1/15,0,1,4.64173E+23
7296,6820020315,6/10/15,4.61,1,3.26537E+25
7296,77105840217,1/23/16,23.1,2,7.43457E+25
7296,6202000544,5/9/15,5.66,2,2.63577E+24
7296,3700083079,10/5/15,10.66,1,9.60273E+22
7296,5770021520,10/12/15,5.86,1,5.51327E+25
7296,7148602464,4/17/15,8.88,1,1.03657E+24
7296,6976200071,6/1/15,7.08,2,3.06427E+25
7296,1E+15,10/10/15,0,1,5.46947E+25
7296,77105860510,11/21/15,7.64,1,6.28957E+25
7296,5610007647,6/17/15,13.87,1,3.39977E+25
7296,1E+15,10/30/15,0,1,5.87017E+25
7296,1E+15,10/9/15,1.78,1,1.71567E+24
7296,5770021501,12/22/15,5.86,1,6.87237E+25
7296,1E+15,8/1/15,0,1,7.52073E+23
7296,1E+15,1/29/16,0,1,7.53457E+25
7296,5980061407,1/30/16,13.87,1,3.79173E+23
7296,6381606120,9/21/15,9.42,1,5.09057E+25
7296,5963188295,5/12/15,10.66,1,1.11847E+24
7296,1E+15,10/26/15,35.94,1,1.03167E+24
7296,77105840234,5/26/15,2.65,1,2.44973E+24
7296,77105890015,11/7/15,2.12,1,6.03307E+25
7296,62846700251,5/27/15,26.5,1,2.95147E+25
7296,6260006037,4/4/15,16.89,1,2.13467E+25
7296,1E+15,5/16/15,9.27,1,5.03573E+23
7296,5899700008,12/5/15,9.22,2,6.55337E+25
7296,62080826150,4/17/15,8.9,1,1.02427E+24
7296,30997530965,5/8/15,20.45,1,2.60357E+23
7296,60894054330,5/3/15,105.02,1,1.09637E+24
7296,1E+15,7/31/15,24.92,3,4.13107E+24
7296,6120022595,10/20/15,3.19,1,5.65357E+25
7296,6700000487,5/23/15,4.97,1,2.88857E+25
7296,77105810807,12/29/15,12.44,1,6.97737E+25
7296,6410085245,7/7/15,5.86,1,3.71707E+25
7296,1E+15,7/16/15,0,1,7.01773E+23
7296,76131801092,12/20/15,74.74,1,6.82817E+25
7296,6968225700,5/1/15,21.32,2,2.51167E+24
7296,3700091985,11/9/15,12.44,1,6.08277E+24
7296,1E+15,10/30/15,0,1,5.86007E+25
7296,6490042254,4/12/15,4.08,1,9.85873E+23
7296,7940038108,9/26/15,13.87,1,5.18767E+24
7296,5770022814,9/20/15,5.86,1,5.07277E+25
7296,5800031153,6/24/15,13.87,1,3.50417E+25
7296,9100000914,10/25/15,14.22,1,5.76727E+25
7296,6260095958,12/30/15,37.36,1,2.52573E+23
7296,6210709052,7/24/15,22.23,1,4.02247E+25
7296,1E+15,1/7/16,0,-1,7.13607E+25
7296,1E+15,12/12/15,0,1,1.35073E+23
7296,5621991016,11/13/15,11.55,1,8.77297E+21
7296,71722622260,1/1/16,24.01,1,7.03767E+25
7296,1E+15,5/1/15,0,1,2.48887E+24
7296,7099210228,11/13/15,10.66,1,6.15837E+25
7296,6132848208,1/29/16,14.22,1,3.71173E+23
7296,6700010483,4/29/15,24.88,2,2.47307E+25
7296,77105810189,4/12/15,4.43,1,1.00457E+24
7296,6343570216,9/27/15,20.45,1,5.21317E+25
7296,77105840105,5/25/15,7.1,1,2.91997E+25
7296,77105810188,12/1/15,6.21,1,6.47337E+25
7296,77105840018,10/27/15,32.91,1,5.80477E+25
7296,77105890015,10/15/15,2.12,1,5.55047E+24
7296,1E+15,8/28/15,0,1,8.34373E+22
7296,62080820056,7/16/15,1.78,1,1.32287E+24
7296,6540000096,6/11/15,9.77,1,3.10673E+24
7296,1E+15,7/23/15,0,1,7.23773E+23
7296,72047323298,4/16/15,10.59,1,2.25907E+24
7296,6533300845,8/24/15,6.21,1,4.55007E+25
7296,4319418503,1/13/16,31.99,3,7.23717E+25
7296,81809400102,4/23/15,11.71,2,2.35337E+25
7296,77105810389,6/9/15,34.69,1,3.04873E+23
7296,30997601229,6/25/15,14.76,1,3.51937E+25
7296,41600000167,6/8/15,0.09,1,3.22317E+25
7296,62080826159,6/19/15,8.9,1,3.41967E+25
7296,2420000471,11/21/15,15.11,1,6.28917E+25
7296,72047368815,12/20/15,16,1,6.82967E+25
7296,6570010027,12/17/15,8.17,1,6.76457E+25
7296,1E+15,7/5/15,0,1,6.62873E+23
7296,72047359469,5/15/15,5.32,1,2.76507E+24
7296,3700088701,11/10/15,44.48,1,6.10427E+25
7296,4127102562,7/14/15,5.32,1,3.84537E+25
7296,9980000078,7/12/15,14.76,1,3.82197E+25
7296,1E+15,10/24/15,1.78,1,5.73607E+25
7296,5800000166,10/25/15,7.64,1,5.76897E+25
7296,77105804399,4/30/15,5.86,1,1.05247E+24
7296,6343570215,7/4/15,50.68,3,1.28187E+25
7296,7830007017,6/5/15,14.1,2,3.15667E+25
7296,80089782832,3/31/15,10.66,1,9.00173E+23
7296,62080826152,4/7/15,8.9,1,2.16097E+25
7296,62173200353,6/11/15,22.23,1,3.07973E+23
7296,6580013121,7/6/15,6.37,2,3.70267E+25
7296,62080825284,7/28/15,3.56,1,4.08197E+25
7296,77105890004,8/14/15,-9.77,-1,1.41827E+24
7296,1E+15,11/20/15,0,1,6.26737E+25
7296,5660079321,5/13/15,2.83,1,2.72107E+24
7296,77105880046,1/20/16,2.83,1,7.36717E+25
7296,3.50824E+12,9/12/15,65.86,1,4.89127E+24
7296,1E+15,1/18/16,39.32,1,1.32907E+24
7296,1E+15,1/2/16,0,1,1.27157E+24
7296,88263699963,12/11/15,17.73,4,1.27373E+22
7296,62080826149,4/28/15,8.9,1,2.44897E+25
7296,1E+15,4/21/15,1.78,1,2.32327E+25
7296,1E+15,9/24/15,7.07,1,9.23273E+23
7296,6700000464,9/17/15,4.43,1,5.00977E+24
7296,6533300180,1/1/16,7.64,1,7.03167E+25
7296,7726008472,4/3/15,11.48,5,2.11367E+25
7296,6343570120,5/11/15,16.89,1,2.68437E+25
7296,6321101021,10/25/15,2.65,1,1.80107E+24
7296,5800030876,10/10/15,12.42,2,1.72507E+25
7296,77105860141,5/21/15,6.75,1,2.85597E+25
7296,6957990227,11/7/15,4.97,1,6.03207E+25
7296,6533806138,11/19/15,32.02,1,6.25777E+25
7296,30997465615,7/5/15,6.75,1,3.69367E+25
7296,1E+15,8/12/15,0,-1,1.39807E+25
7296,1E+15,1/15/16,0,-1,7.27357E+25
7296,5659480132,7/3/15,22.23,1,3.65077E+25
7296,1E+15,12/12/15,59.08,1,1.20277E+23
7296,77105810355,12/16/15,7.99,1,6.75747E+25
7296,77105880058,4/3/15,5.86,1,2.10997E+25
7296,77105880048,4/25/15,2.47,1,2.40607E+24
7296,4319467377,5/9/15,5.32,1,1.10997E+24
7296,62080826156,5/12/15,8.9,1,2.70097E+25
7296,1E+15,10/27/15,0,1,1.03557E+24
7296,6798170073,9/1/15,23.12,1,1.51967E+24
7296,6120022591,4/12/15,11.71,2,9.95273E+23
7296,4138800059,10/1/15,8.53,1,5.30947E+25
7296,5980084840,9/21/15,2.83,1,5.09647E+25
7296,1254743720,11/9/15,14.76,1,6.07877E+25
7296,6410085245,12/16/15,6.21,1,6.75157E+25
7296,83215400105,12/6/15,42.72,1,6.57357E+25
7296,4740007371,5/31/15,39.14,1,3.04217E+25
7296,7000015694,5/28/15,9.75,1,2.97417E+25
7296,77105811079,5/30/15,5.32,1,1.16277E+24
7296,3746601759,5/1/15,7.64,1,2.49537E+24
7296,3700084634,6/4/15,14.76,1,1.17037E+24
7296,6081503918,7/25/15,13.33,1,4.04917E+25
7296,4155428838,7/28/15,19.56,1,4.07997E+24
7296,6410085243,10/24/15,6.21,1,1.79157E+24
7296,1E+15,12/6/15,0,1,6.57507E+25
7296,5800030856,12/5/15,14.22,1,6.56127E+25
7296,77105804100,9/3/15,22.23,1,4.73957E+25
7296,6041001445,5/4/15,7.1,1,2.52117E+25
7296,77105880048,9/14/15,2.65,1,4.93057E+25
7296,77105840328,6/12/15,48.04,1,3.30887E+25
7296,41700001619,4/16/15,0,1,2.26237E+24
7296,1E+15,6/23/15,0,1,3.48847E+25
7296,7600135840,10/2/15,26.68,1,5.33137E+25
7296,1E+15,10/17/15,0,1,1.00167E+24
7296,1708211743,9/26/15,24.88,2,5.19927E+25
7296,6533300709,5/1/15,38.93,3,2.49337E+24
7296,5659400307,4/30/15,3.31,1,1.05247E+24
7296,6261599550,9/23/15,2.6,1,5.12747E+25
7296,4167915892,4/10/15,24.9,1,9.45873E+24
7296,6700010746,5/9/15,19.54,2,2.65117E+24
7296,6680010049,5/28/15,3.54,1,2.98777E+25
7296,1111154328,12/23/15,35.58,1,6.87867E+25
7296,41600000166,8/26/15,0,1,4.58957E+25
7296,5639430106,11/8/15,44.48,1,6.06617E+25
7296,5849673334,1/20/16,2.3,1,7.36717E+25
7296,1E+15,6/22/15,85.44,1,3.45867E+24
7296,3.60734E+12,9/18/15,14.76,1,5.02127E+25
7296,62720760009,6/19/15,44.36,2,3.41837E+24
7296,1E+15,12/29/15,201.53,1,1.25827E+24
7296,1E+15,8/29/15,0,1,1.49227E+24
7296,6490042132,1/30/16,3.19,1,3.77173E+23
7296,6260096173,5/4/15,19.56,1,2.52157E+25
7296,1E+15,8/21/15,0,1,4.50227E+24
7296,1E+15,8/21/15,0,1,4.49077E+25
7296,1E+15,12/13/15,21.88,1,1.20777E+24
7296,1E+15,8/7/15,0,1,4.26057E+25
7296,85886000102,10/25/15,4.43,1,1.80107E+24
7296,1E+15,9/14/15,10.5,1,8.90873E+23
7296,6820020350,9/18/15,5.32,1,5.03207E+25
7296,3700086362,11/1/15,65.84,1,5.90357E+25
7296,6533300865,7/11/15,7.1,1,3.80557E+25
7296,77105810317,11/6/15,32.91,1,5.99517E+25
7296,3600015950,11/23/15,12.98,1,6.33077E+25
7296,62080825284,8/26/15,3.56,1,4.58177E+25
7296,5700001316,4/3/15,10.66,1,2.10997E+25
7296,1204404096,11/23/15,13.87,1,4.7173E+22
7296,5530011309,4/15/15,2.83,1,1.01267E+24
7296,6210747300,12/1/15,27.57,1,6.46687E+25
7296,6210000157,6/20/15,5.68,1,1.21797E+25
7296,1E+15,8/22/15,0,1,4.50637E+25
7296,7733053005,12/24/15,9.42,1,2.22573E+24
7296,1E+15,7/10/15,0,1,3.78427E+25
7296,7726000362,3/31/15,3.49,4,2.06437E+25
7296,6672102035,7/3/15,6.75,1,3.66647E+24
7296,77105880036,1/1/16,11.71,2,7.03357E+25
7296,6343570203,4/12/15,19.56,1,9.95273E+23
7296,6210733620,10/5/15,24.01,1,5.38877E+25
7296,1E+15,8/25/15,22.62,1,8.26473E+23
7296,77105890015,9/4/15,4.24,2,1.56177E+24
7296,1E+15,6/14/15,0,1,3.34047E+25
7296,1E+15,11/18/15,44.5,1,1.11607E+24
7296,72047315187,6/19/15,7.99,1,3.42947E+25
7296,5532562831,1/8/16,24.9,1,7.15617E+25
7296,7279979133,12/29/15,48.13,4,6.98857E+25
7296,8390000627,5/26/15,4.97,1,1.14837E+24
7296,77105840354,7/22/15,7.1,1,3.97867E+24
7296,6700010484,9/18/15,24.88,2,5.03747E+25
7296,7560919052,7/24/15,40.92,1,4.01577E+24
7296,6120001210,4/3/15,6.75,1,2.11167E+25
7296,1E+15,6/1/15,0,-1,3.07647E+25
7296,5540000022,10/17/15,7.64,1,5.60807E+25
7296,41600000166,5/26/15,0,1,2.92757E+24
7296,3746603614,12/11/15,3.36,1,1.28073E+23
7296,1E+15,8/9/15,0,1,7.71373E+23
7296,1E+15,7/11/15,0,1,3.80677E+25
7296,5610004777,12/19/15,19.56,1,6.80297E+25
7296,6565644874,9/5/15,21.34,1,4.76777E+25
7296,5800000750,11/7/15,12.09,1,6.04907E+25
7296,6343572026,5/1/15,16,1,2.50227E+24
7296,76379597475,5/21/15,23.05,1,2.84967E+25
7296,77105810529,11/4/15,9.77,1,5.96757E+25
7296,1E+15,7/22/15,11.41,1,7.21573E+23
7296,6379370501,9/12/15,9.42,1,4.88297E+25
7296,1E+15,11/12/15,0.02,1,1.09087E+23
7296,74343400323,4/3/15,42.67,3,2.11337E+25
7296,73867814885,10/9/15,30.24,1,5.44997E+25
7296,5610004186,10/6/15,7.99,1,5.39477E+25
7296,6365223160,12/23/15,13.69,1,1.95773E+23
7296,5770032943,9/22/15,3.36,1,5.12207E+25
7296,6240019995,5/22/15,24.01,1,2.88757E+24
7296,1E+15,10/9/15,0,1,5.45917E+25
7296,77105806470,10/2/15,28.25,3,9.50473E+22
7296,3700045581,11/4/15,11.2,1,5.96067E+25
7296,6024538833,6/3/15,16.89,1,3.10797E+25
7296,1E+15,9/26/15,0,1,5.20107E+25
7296,6540000096,9/11/15,9.77,1,4.86177E+25
7296,5770001175,11/16/15,11.71,2,6.20507E+25
7296,7214000030,5/10/15,35.58,1,4.86173E+23
7296,1E+15,6/29/15,31.68,1,6.39573E+23
7296,6672100114,9/19/15,15.27,2,3.59673E+23
7296,7940000210,12/18/15,16.89,1,6.78817E+25
7296,7726009607,12/8/15,12.09,1,1.13573E+24
7296,4319436966,4/12/15,10.66,1,9.99173E+23
7296,6041002252,6/5/15,6.57,1,3.17667E+25
7296,5565368450,9/29/15,5.32,1,5.26717E+25
7296,1E+15,10/13/15,0,1,1.72817E+24
7296,79285060244,7/24/15,7.94,1,4.02797E+25
7296,7940020983,11/6/15,16.89,1,6.01577E+25
7296,1E+15,8/9/15,0,1,4.28727E+25
7296,5980000055,4/8/15,1.35,1,2.18667E+24
7296,1E+15,7/28/15,0,1,7.40573E+23
7296,7339000016,4/11/15,2.65,1,9.65773E+24
7296,5770021503,12/3/15,5.86,1,6.51737E+25
7296,72047372053,12/24/15,8.88,1,2.19873E+24
7296,6230070984,10/28/15,4.97,1,5.81147E+25
7296,7033041170,6/25/15,-8.88,-1,1.25247E+25
7296,1E+15,6/30/15,17.8,1,3.60787E+25
7296,67293583966,7/31/15,9.42,1,4.14857E+25
7296,6570010029,3/31/15,8.17,1,9.00173E+23
7296,1E+15,12/22/15,17.36,1,1.24047E+24
7296,77105810325,9/8/15,20.45,1,4.80367E+25
7296,1E+15,12/1/15,0,1,6.46107E+25
7296,6570010029,10/30/15,8.17,1,5.86197E+25
7296,6261583490,11/3/15,17.52,4,5.95557E+25
7296,6672100220,4/21/15,13.49,2,2.31947E+25
7296,6136240700,11/11/15,22.91,3,6.11597E+25
7296,77105810421,10/15/15,11.55,1,5.56267E+25
7296,5770001231,10/23/15,32.91,1,1.78967E+25
7296,77105811314,4/20/15,35.58,1,2.30817E+25
7296,5800000898,12/27/15,4.43,1,2.34973E+23
7296,3700084603,12/12/15,15.11,1,6.68907E+25
7296,4667741592,12/26/15,16.89,1,6.92927E+25
7296,77105810350,12/15/15,20.45,1,6.72637E+25
7296,77105811022,1/28/16,13.33,1,7.51167E+24
7296,6260006134,9/26/15,6.51,1,5.20307E+25
7296,62080826155,5/21/15,8.9,1,2.85437E+25
7296,5005151705,4/5/15,4.43,1,2.14397E+25
7296,79285014000,12/30/15,10.31,1,2.51673E+23
7296,6132848508,12/19/15,28.44,2,6.80377E+25
7296,7918191155,12/8/15,16,1,6.60257E+25
7296,1E+15,7/6/15,10.68,1,3.71107E+25
7296,1E+15,10/6/15,12.09,1,9.65473E+23
7296,6120024323,5/12/15,5.86,1,2.69097E+25
7296,89359400209,8/31/15,5.32,1,4.68607E+25
7296,18085400021,9/13/15,5.32,1,4.91107E+25
7296,5659400228,10/31/15,21.34,1,5.88007E+25
7296,77010330218,9/3/15,16.89,1,4.74487E+25
7296,76379599325,11/29/15,4.43,1,6.43557E+25
7296,2953706008,4/14/15,24.9,1,1.98073E+24
7296,1E+15,7/4/15,0,1,3.67687E+25
7296,5799005922,11/4/15,56.92,2,5.95917E+25
7296,30997572610,5/4/15,20.45,1,2.52937E+25
7296,4203710346,5/12/15,39.12,2,2.69347E+25
7296,6343570182,5/2/15,40.9,2,1.09447E+24
7296,6120022592,7/16/15,5.86,1,3.88757E+25
7296,5650035988,11/16/15,12.98,1,6.20357E+25
7296,1E+15,12/27/15,0,1,6.94777E+25
7296,6700000464,8/31/15,4.43,1,4.68587E+25
7296,5113186808,1/27/16,8.88,1,7.49517E+25
7296,6454131729,11/2/15,19.56,1,5.93207E+25
7296,1E+15,12/28/15,0,-1,6.97157E+25
7296,1E+15,9/9/15,9.63,1,8.74073E+23
7296,5610004966,5/15/15,9.42,1,2.73857E+23
7296,6700011023,8/29/15,24.88,2,4.64867E+25
7296,1E+15,10/4/15,0,1,5.37607E+25
7296,77105880051,11/20/15,2.83,1,6.26957E+25
7296,62080815257,8/17/15,5.34,1,1.43637E+24
7296,9460000052,1/20/16,5.86,1,7.36317E+25
7296,4167915817,8/30/15,49.8,2,4.67027E+25
7296,6887502308,7/17/15,7.99,1,3.90827E+25
7296,1E+15,7/24/15,0,1,1.34257E+24
7296,6700000464,9/9/15,4.43,1,4.82917E+25
7296,5980062328,6/1/15,49.8,2,3.07547E+25
7296,83215400105,6/3/15,42.72,1,3.11727E+24
7296,83002800093,10/8/15,3.19,1,1.70997E+25
7296,77105860112,10/29/15,15.11,1,1.82597E+25
7296,6464202191,10/12/15,24.01,1,5.51447E+25
7296,7010316003,5/30/15,15.65,1,3.02967E+25
7296,6454130695,5/6/15,40.92,1,2.57607E+24
7296,6041006683,4/4/15,7.64,1,2.13847E+25
7296,77105880036,7/27/15,5.32,1,7.36673E+23
7296,6700010483,11/27/15,12.09,1,6.39967E+25
7296,6798187002,4/24/15,23.12,1,2.36737E+24
7296,77105840237,11/21/15,1.94,1,6.29057E+25
7296,30997233310,11/28/15,6.75,1,6.42457E+25
7296,77105880067,1/24/16,6.75,1,7.43867E+25
7296,1E+15,1/7/16,32.88,1,1.29107E+24
