store_location_key,product_key,trans_dt,sales,units,trans_key
9807,83215400105,9/9/15,42.72,1,1.9816E+23
9807,6024538816,10/28/15,27.57,1,2.1719E+24
1396,1E+15,6/18/15,62.44,1,6.08186E+25
9604,1E+15,12/9/15,0,1,6.7288E+23
9604,1E+15,12/4/15,0,1,6.7116E+23
1396,1E+15,10/31/15,7.32,1,6.2208E+25
1396,1E+15,8/11/15,64.51,1,6.13628E+25
9604,1E+15,11/26/15,0,1,6.6761E+24
4823,1E+15,9/15/15,20.72,1,3.49515E+24
9604,1E+15,11/27/15,0,1,6.6816E+24
1396,5849682960,1/18/16,3.19,1,6.29825E+25
1396,6210000000,8/8/15,4.97,1,6.13365E+25
9604,1E+15,1/4/16,0,1,6.8176E+24
1396,6700000491,10/22/15,6.21,1,6.21257E+25
4823,1E+15,6/15/15,62.05,2,3.11035E+24
1396,1E+15,10/26/15,51.03,1,6.21559E+25
1396,1E+15,10/9/15,0,1,6.2E+25
9604,1E+15,12/17/15,0,1,6.7593E+23
9604,1E+15,11/24/15,8.9,1,6.6666E+24
9604,1E+15,12/22/15,0,1,6.7793E+24
1396,6800001229,8/2/15,3.19,1,6.12685E+25
9604,1E+15,8/16/15,8.9,1,6.3649E+24
1396,1E+15,4/9/15,61.69,1,6.0063E+25
9807,5760618055,11/3/15,4.43,1,2.1925E+24
9604,1E+15,12/10/15,0,1,6.7361E+24
1396,1E+15,12/23/15,68.99,1,6.27525E+25
4823,1E+15,5/6/15,10.25,1,2.93595E+24
1396,1E+15,7/25/15,0,1,6.11934E+25
1396,1E+15,8/28/15,0,1,6.15533E+25
1396,1E+15,8/21/15,7.55,1,6.14811E+25
4823,1E+15,8/17/15,28.91,1,3.37465E+24
1396,1E+15,3/31/15,45.75,1,5.99582E+25
9604,1E+15,4/28/15,8.9,1,6.165E+24
1396,1E+15,4/9/15,0,1,6.00491E+24
1396,7339000011,6/24/15,3.01,1,6.0876E+25
1396,77105880051,5/24/15,2.47,1,6.05492E+25
9604,1E+15,12/10/15,0,1,6.7328E+24
